QKEY,INTERVIEW_START_W146,INTERVIEW_END_W146,DEVICE_TYPE_W146,LANG_W146,FORM_W146,CONVFAM_POL_W146,CONVFAM_JOB_W146,CONVFAM_MDIA_W146,CONVFAM_RLG_W146,CONVFAM_SPRT_W146,CONVFAM_HLTH_W146,CONVFAM_NAT_W146,CONVFAM_LOC_W146,CONVFAM_FAM_W146,CONVFAM_CELEB_W146,CONVFAM_MONEY_W146,CONVFAM_PETS_W146,POL1JB_W146,POL1JBSTR_W146,CAMPNII_W146,PRZCMPGN_W146,MATTERS_W146,VOTEGEN_W146,VOTEGEN3_W146,QUALPRES_TRMP_MF_W146,QUALPRES_TRMP_PHY_W146,QUALPRES_TRMP_ADV_W146,QUALPRES_TRMP_ETH_W146,QUALPRES_TRMP_RSP_W146,QUALPRES_BDN_MF_W146,QUALPRES_BDN_PHY_W146,QUALPRES_BDN_ADV_W146,QUALPRES_BDN_ETH_W146,QUALPRES_BDN_RSP_W146,ELECTFTIGUE_W146,CMFRT_LIST_PRN_W146,CMFRT_LIST_ENG_W146,CMFRT_LIST_PRY_W146,CMFRT_LIST_MDN_W146,GOVSIZE1_W146,GOVT_ROLE_W146,USEXCEPT_W146,REGULATE_W146,ALLIES_W146,DISCRIM_W146,USASOLVE_W146,GOVWASTE_W146,RELIG_GOV_W146,DIVERSEPOP_MOD_W146,POLICY3MOD_W146,PRESGOODTRUMP_W146,PRESGOODBIDEN_W146,OPENIDEN_W146,NECCGOD_W146,BUSPROFIT_W146,GAINS_W146,ACTIVE_W146,GOVNEEDY_W146,MARRFAM_W146,US_ACTIVE_W146,TRANSGEND1_W146,AMDREAM1_W146,AMDREAMPOSS_W146,CONCEDE_W146,IVF_GDBD_W146,RGHTCNTRL_W146,GUNIMPCT_W146,BUSPOWER3_W146,POORASSIST_W146,SUPERPWR_W146,SOCIETY_SSM_W146,SOCIETY_RELG_W146,SOCIETY_LGB_W146,SOCIETY_WHT_W146,SOCIETY_EC_W146,SOCIETY_BC_W146,SOCIETY_THER_W146,SOCIETY_CHILD_W146,SOCIETY_AI_W146,SOCIETY_GUNS_W146,PROBOFF_a_W146,PROBOFF_b_W146,POLINTOL2_REP_W146,POLINTOL2_DEM_W146,ABRTLGL_W146,ABORTION3_W146,ABORTION4_W146,ABRTN_MED_W146,POLIMPT_SFE_W146,POLIMPT_RGHT_W146,POLIMPT_RCL_W146,POLIMPT_RESP_W146,GLBLZE_W146,GLBLZEREV_W146,GLBLZESUM_W146,RACESURV17_W146,CLMSRS1_W146,FIN_SIT_W146,ABRTVIEW_a_W146,ABRTVIEW_b_W146,ABRTVIEW_c_W146,LGLSTATUS_W146,NATLDPRT_W146,LGL_CITIZPRENSHIP_W146,LAWCOST_W146,ECONFAIR_W146,WOMENOBS_W146,GOVAID_W146,SUCCINLIFE_W146,GOODEVIL_W146,CRIMJUST_TGH_W146,MILSAFE_W146,WHADVANT_W146,AMHIST_FAIL_W146,AMHIST_SUCC_W146,GOVTHC_W146,SNGLPYER_W146,NOGOVTHC_W146,SOCSEC_FUT_W146,SOCSEC_RED_W146,SOCSEC_KEEP_W146,DTINDICTHRD_W146,DTINDICTLGL_W146,RPLC_W146,SEEKPOL_W146,SOURCEPOL_W146,AGEATTN1_a_W146,AGEATTN1_b_W146,AGEATTN2_a_W146,AGEATTN2_b_W146,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,HORSE_W146,HORSE_W151,WEIGHT_W146,WEIGHT_W146_W151
112371,2024-04-09T20:05:17Z,2024-04-09T20:27:40Z,2,1,1,3,2,2,3,2,2,,,,,,,2,1,,3,2,1,,1,2,3,2,2,5,5,5,5,5,99,2,2,,,,2,1,2,2,2,,,,99,3,2,5,2,2,2,2,,,,3,1,3,,2,,1,,2,,1,3,1,,,5,3,3,,,,1,3,,,99,4,1,,,,,,,1,2,4,5,4,4,2,,1,1,,1,1,1,,,,2,,,3,2,2,,2,,,,5,3,,2,6,2,1,,,1,1,2,2,3,2,2,3,1,3,1,1,3,1,1,2,2,2,5,3,1,1,1,1,99,2,2,2,99,1,1,0.6748798081708174,0.9584256559038328
112517,2024-04-11T11:52:59Z,2024-04-11T12:00:50Z,2,1,2,,,,,,,2,2,1,3,3,2,2,1,2,,2,3,1,2,2,3,3,1,5,5,3,5,5,2,,,1,1,1,,2,,,,1,1,2,1,1,3,5,1,,,,1,2,1,,1,,1,1,3,,2,,3,,,,5,3,,,,4,3,5,,,2,1,4,4,,2,1,2,1,1,2,,2,4,5,1,5,,1,1,1,,,,,1,2,1,,1,2,,,,,,2,,2,,,1,1,5,,,2,2,1,2,3,2,3,2,1,6,2,,1,1,1,1,1,1,1,1,2,3,1,1,1,1,9,2,1,2,3,1,,0.7777558014236764,
112984,2024-04-09T22:07:08Z,2024-04-09T22:33:41Z,2,1,2,,,,,,,1,1,2,2,1,2,1,99,1,,1,,,5,5,5,5,5,2,3,2,2,2,1,,,99,1,2,,3,,,,1,2,1,1,3,5,1,1,,,,99,99,2,,2,,2,3,3,,2,,3,,,,1,3,,,,3,4,5,,,4,1,99,1,,1,2,3,1,3,1,,1,2,1,2,1,,99,99,,,,,,2,2,1,,3,3,,,,,,2,,1,,,2,1,2,,,3,1,1,3,5,1,4,2,1,5,2,,1,1,1,1,1,12,,3,5,2,,2,4,3,99,4,3,1,99,,,0.7182843689007681,
113274,2024-04-09T17:59:51Z,2024-04-09T18:16:06Z,2,1,1,2,2,2,2,2,2,,,,,,,1,1,,2,2,2,,4,4,5,5,5,3,4,3,3,2,1,1,1,,,,1,3,2,1,1,,,,1,1,3,2,1,1,2,2,,,,3,1,3,,1,,2,,2,,2,2,3,,,1,2,1,,,,1,1,,,2,4,3,,,,,,,2,1,1,1,2,1,1,,2,,1,1,2,1,,,,1,,,3,3,1,1,,,,,4,1,,2,4,1,2,,,1,1,1,2,3,1,1,5,99,,1,1,1,1,2,5,,4,3,2,,2,3,1,2,2,2,2,1,2,2,0.3327426427039389,0.4751733503014839
114197,2024-04-10T16:10:30Z,2024-04-10T16:25:34Z,3,1,1,2,2,2,3,3,2,,,,,,,2,1,,1,1,3,1,3,3,3,3,3,5,4,5,4,4,2,2,1,,,,2,2,2,2,2,,,,3,3,3,5,2,1,1,2,,,,3,1,2,,3,,2,,3,,1,1,4,,,3,1,1,,,,1,1,,,2,3,3,,,,,,,1,2,3,5,4,2,3,,1,1,,1,1,2,,,,3,,,3,3,1,2,,,,,5,2,,2,2,3,3,,,1,1,2,2,3,2,1,5,2,,1,1,1,1,5,2,2,2,6,1,,1,2,1,3,3,2,2,2,1,,0.7185422966124296,
114671,2024-04-09T17:59:51Z,2024-04-09T18:37:45Z,2,1,2,,,,,,,2,2,1,2,2,1,2,1,1,,1,,,3,2,1,2,1,5,5,5,5,5,1,,,1,1,1,,2,,,,2,1,2,1,3,1,4,1,,,,2,2,1,,1,,1,1,1,,1,,2,,,,3,4,,,,5,4,1,,,3,1,3,3,,3,1,1,1,1,2,,2,4,4,1,5,,1,1,1,,,,,1,2,1,,1,4,,,,,,1,2,,,,3,1,2,,,2,2,2,4,8,3,4,1,1,6,2,,1,1,1,1,1,1,2,1,5,3,1,1,1,3,9,2,2,2,3,,,0.9061410950234364,0.7008004594861486
114898,2024-04-09T18:40:13Z,2024-04-09T18:49:29Z,2,1,2,,,,,,,2,2,1,3,3,3,2,1,2,,1,1,,1,1,3,2,1,5,3,5,4,5,1,,,1,1,1,,2,,,,2,1,1,2,3,2,5,2,,,,2,2,1,,1,,1,4,1,,1,,2,,,,5,4,,,,4,5,3,,,3,1,2,2,,1,1,1,1,1,2,,2,4,4,1,3,,3,1,1,,,,,1,2,1,,1,3,,,,,,1,2,,,,4,2,2,,,2,3,2,2,4,3,4,2,1,6,2,,1,1,1,1,1,1,2,1,2,1,,1,1,1,9,2,2,2,3,1,,0.6785232354232206,
116422,2024-04-09T18:29:04Z,2024-04-09T18:44:25Z,2,1,1,3,2,2,2,3,1,,,,,,,1,2,,1,1,2,,5,4,5,5,5,3,3,2,3,3,2,1,1,,,,99,2,1,1,2,,,,3,1,5,3,1,1,1,2,,,,3,99,2,,2,,1,,2,,1,3,3,,,3,1,1,,,,2,2,,,2,99,3,,,,,,,2,1,3,5,2,1,5,,2,,1,99,1,2,,,,3,,,3,3,1,1,,,,,3,1,,2,2,2,1,,,1,2,4,3,4,2,3,2,2,,1,1,1,1,5,12,,3,5,3,99,9,9,1,7,3,2,2,2,2,,1.0381270289602442,
116439,2024-04-11T15:54:04Z,2024-04-11T16:08:25Z,3,1,2,,,,,,,2,2,1,3,2,3,2,1,2,,99,1,,3,2,3,4,2,5,5,4,4,4,2,,,1,1,1,,1,,,,1,2,2,3,1,2,3,1,,,,1,2,1,,1,,1,1,3,,1,,2,,,,4,3,,,,3,2,3,,,3,1,3,99,,3,1,3,2,1,1,,1,3,4,2,4,,3,2,,2,,,,1,2,2,,1,3,,,,,,1,1,,,,1,1,2,,,2,2,1,4,8,2,4,2,1,5,2,,1,1,1,1,6,1,1,1,2,3,1,1,2,1,5,3,2,1,2,1,,0.2670389555502274,
116832,2024-04-11T15:06:20Z,2024-04-11T15:18:54Z,2,1,1,1,1,2,2,3,1,,,,,,,2,1,,1,1,1,,1,1,2,1,1,5,5,5,5,5,2,2,2,,,,2,3,2,2,2,,,,2,2,1,5,2,2,2,1,,,,1,1,3,,2,,1,,3,,1,5,5,,,5,2,2,,,,1,3,,,2,3,3,,,,,,,1,2,4,5,3,3,4,,1,1,,1,1,1,,,,2,,,3,2,2,,1,,,,1,3,,1,2,3,2,,,1,2,3,2,4,1,1,5,2,,1,1,1,1,6,1,2,1,6,4,1,1,1,1,5,1,2,2,2,1,,0.6970093251912914,
116861,2024-04-09T19:52:42Z,2024-04-09T20:12:41Z,1,1,1,1,2,2,1,3,1,,,,,,,2,1,,1,1,1,,1,1,3,1,1,5,5,5,5,5,1,2,1,,,,2,1,2,2,2,,,,1,3,2,5,2,2,2,1,,,,1,1,1,,2,,1,,3,,2,5,5,,,5,2,2,,,,1,2,,,4,4,1,,,,,,,1,2,4,5,1,5,1,,1,1,,1,2,1,,,,2,,,1,1,2,,2,,,,1,3,,1,2,3,2,,,1,2,3,3,4,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,2,1,1,1,,0.9055337130029398,
116998,2024-04-09T22:13:14Z,2024-04-09T22:49:41Z,2,1,2,,,,,,,2,1,1,2,2,1,1,99,2,,1,2,,5,5,5,5,5,3,3,2,3,2,2,,,99,1,2,,99,,,,2,1,1,1,1,5,3,1,,,,2,1,2,,1,,3,1,99,,1,,1,,,,3,3,,,,3,4,4,,,1,2,2,3,,1,2,3,2,2,99,,99,1,2,1,1,,5,2,,2,,,,2,2,2,,3,1,,,,,,2,,2,,,2,2,2,,,2,2,1,2,3,2,3,2,1,6,2,,1,2,2,1,3,1,99,1,4,2,,2,4,1,99,4,2,2,99,2,,0.360259814730989,
117214,2024-04-09T17:31:49Z,2024-04-09T17:39:55Z,2,1,1,2,2,1,3,3,1,,,,,,,2,2,,1,1,2,,5,4,5,5,5,3,3,2,2,2,1,1,1,,,,1,3,1,1,2,,,,1,1,5,2,1,1,1,2,,,,3,2,3,,1,,2,,2,,2,1,1,,,1,1,1,,,,2,1,,,1,2,2,,,,,,,2,1,1,1,1,2,5,,2,,1,2,1,2,,,,1,,,1,2,1,1,,,,,1,1,,1,2,2,1,,,1,1,1,3,2,1,1,6,2,,1,1,1,1,1,10,,3,6,4,2,2,4,1,3,5,1,2,1,2,2,0.7988594121489943,1.3829605692663205
118060,2024-04-12T07:32:28Z,2024-04-12T07:44:58Z,1,1,1,2,2,2,2,1,2,,,,,,,2,1,,1,1,1,,1,2,2,2,2,4,3,4,4,4,2,1,1,,,,1,2,2,1,2,,,,1,1,2,5,1,1,2,2,,,,1,2,1,,1,,1,,2,,1,1,4,,,1,1,1,,,,2,1,,,2,3,3,,,,,,,1,2,2,1,2,1,4,,2,,1,2,1,2,,,,3,,,1,1,2,,2,,,,2,3,,1,6,3,3,,,1,3,5,3,3,2,1,5,2,,1,1,1,1,1,2,2,2,5,1,,1,1,1,3,2,3,2,2,1,1,0.6877493724858873,0.7995231113303488
118110,2024-04-10T10:53:16Z,2024-04-10T11:19:01Z,1,1,1,3,3,3,3,3,3,,,,,,,2,1,,1,1,1,,2,2,2,3,1,4,4,4,3,4,1,1,2,,,,1,2,1,1,2,,,,3,3,1,3,2,2,1,2,,,,1,1,3,,1,,1,,2,,1,5,3,,,3,1,1,,,,1,3,,,1,1,2,,,,,,,1,2,4,4,2,1,5,,1,1,,1,1,2,,,,3,,,3,3,2,,2,,,,2,2,,2,2,3,3,,,1,2,3,1,3,2,3,2,2,,1,1,1,1,1,2,2,2,5,4,1,1,2,1,6,3,3,2,2,1,1,1.0487669457662159,1.132227188700572
118218,2024-04-10T07:12:48Z,2024-04-10T07:33:54Z,3,1,2,,,,,,,2,2,1,3,2,1,1,2,1,,1,2,,5,5,5,5,5,2,3,2,1,2,1,,,1,2,2,,2,,,,1,2,2,1,1,5,1,1,,,,1,1,1,,1,,1,1,1,,2,,3,,,,4,5,,,,3,4,5,,,2,1,3,2,,2,1,2,1,1,2,,2,2,2,2,5,,1,2,,2,,,,2,2,1,,1,2,,,,,,2,,2,,,1,1,2,,,3,1,2,3,7,3,4,2,2,4,2,,1,1,1,1,1,1,1,1,4,3,2,2,3,1,4,1,2,1,2,2,,0.6466278796963872,
118242,2024-04-10T07:50:55Z,2024-04-10T08:08:47Z,2,1,2,,,,,,,1,1,1,3,2,2,2,1,1,,1,1,,1,1,2,1,1,5,99,5,5,5,1,,,1,1,2,,2,,,,2,1,1,3,3,1,5,2,,,,2,2,1,,1,,2,4,1,,1,,1,,,,3,3,,,,3,4,3,,,2,1,3,4,,3,1,2,2,1,2,,2,3,3,4,3,,1,1,1,,,,,2,2,2,,1,4,,,,,,2,,2,,,3,1,6,,,2,3,1,4,8,2,3,2,2,3,1,6,1,4,3,1,3,2,2,2,4,3,1,1,1,1,1,2,1,2,1,1,,0.35437671087245576,
118414,2024-04-09T18:11:54Z,2024-04-09T20:13:14Z,1,1,2,,,,,,,1,2,2,3,2,2,2,1,1,,1,1,,1,1,1,1,1,5,5,5,5,5,2,,,1,2,1,,1,,,,1,1,2,2,3,1,5,2,,,,2,2,1,,1,,1,1,1,,1,,2,,,,5,5,,,,4,5,3,,,1,1,3,1,,2,2,5,4,1,2,,2,4,5,2,4,,1,1,1,,,,,1,2,2,,1,4,,,,,,2,,2,,,4,1,6,,,2,2,2,2,3,2,4,2,3,2,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,8,1,1,2,2,1,,0.5735011553355154,
119121,2024-04-09T18:15:15Z,2024-04-09T18:24:50Z,2,1,1,2,2,2,2,3,2,,,,,,,1,1,,1,1,2,,5,5,5,5,5,2,2,1,1,1,1,1,1,,,,1,2,1,1,1,,,,3,1,5,1,1,1,1,2,,,,2,2,3,,1,,2,,2,,1,1,3,,,1,1,1,,,,1,2,,,2,1,2,,,,,,,2,1,2,1,1,1,4,,2,,1,2,1,2,,,,99,,,1,1,1,2,,,,,1,1,,1,2,2,1,,,1,3,6,1,4,2,2,3,2,,1,1,1,1,3,12,,3,5,2,,2,4,1,8,4,2,2,2,2,2,0.6680595309201466,0.4735607407202337
119128,2024-04-09T19:04:05Z,2024-04-09T19:14:32Z,2,1,1,2,2,2,1,2,1,,,,,,,2,1,,2,2,1,,2,3,3,4,2,5,5,5,5,4,2,2,1,,,,2,2,2,2,2,,,,1,3,2,4,1,2,2,2,,,,1,1,1,,1,,1,,3,,1,5,5,,,4,3,1,,,,1,2,,,4,3,1,,,,,,,2,1,2,4,1,5,1,,2,,1,1,2,1,,,,2,,,1,1,2,,2,,,,4,2,,2,2,1,3,,,1,2,3,3,4,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,99,2,2,1,99,1,,0.9055337130029398,
119392,2024-04-09T21:16:51Z,2024-04-09T22:08:44Z,1,1,2,,,,,,,2,2,2,3,2,2,2,1,2,,1,1,,1,1,1,1,1,5,5,5,5,5,2,,,1,2,1,,2,,,,2,1,2,3,3,1,5,2,,,,1,2,2,,1,,2,1,3,,2,,2,,,,3,5,,,,3,5,3,,,3,2,3,2,,2,3,3,3,2,2,,2,3,3,4,3,,2,1,1,,,,,1,2,2,,3,4,,,,,,2,,2,,,3,1,2,,,2,2,2,2,3,2,3,1,3,2,2,,1,1,1,1,1,2,1,2,2,1,,1,2,1,1,3,1,2,1,1,,0.7060889575577745,
124281,2024-04-09T18:16:57Z,2024-04-09T18:40:13Z,1,1,2,,,,,,,2,2,1,2,2,2,1,1,1,,1,2,,5,3,5,5,5,1,3,1,1,1,1,,,1,1,2,,2,,,,1,2,1,1,1,5,1,1,,,,1,1,2,,2,,2,1,1,,1,,1,,,,1,2,,,,3,2,5,,,1,2,2,4,,1,1,1,1,1,1,,1,1,1,1,1,,5,2,,1,,,,2,2,2,,1,1,,,,,,2,,2,,,1,1,2,,,3,1,1,4,9,2,4,1,1,5,2,,1,1,1,1,3,9,,3,6,3,2,2,4,1,8,4,2,1,3,2,,0.48006116006868405,
126211,2024-04-10T14:35:55Z,2024-04-10T15:11:05Z,2,1,2,,,,,,,1,2,1,2,1,1,2,1,1,,1,1,,2,2,3,2,1,5,5,5,5,5,1,,,1,2,1,,1,,,,2,1,1,2,1,2,5,2,,,,2,2,1,,1,,1,1,1,,1,,2,,,,5,5,,,,2,2,4,,,2,1,3,4,,2,1,1,2,1,1,,1,3,4,99,5,,2,1,1,,,,,1,2,1,,1,3,,,,,,1,2,,,,3,1,2,,,2,3,1,3,5,2,4,1,3,2,2,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,2,1,1,1,1.1654220226406327,1.0115504745407562
126570,2024-04-09T20:25:02Z,2024-04-09T20:37:04Z,2,1,1,3,2,2,2,3,3,,,,,,,2,1,,1,1,1,,1,1,1,1,1,5,5,5,5,5,1,2,2,,,,2,2,2,2,2,,,,3,3,1,5,2,1,2,2,,,,3,1,1,,1,,1,,2,,1,5,5,,,5,2,4,,,,1,1,,,2,2,1,,,,,,,1,2,3,4,3,5,1,,1,1,,1,1,1,,,,2,,,1,1,2,,1,,,,1,3,,1,6,1,2,,,2,2,4,3,4,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,2,2,4,2,2,1,1,1.4248628993652117,0.6783097726521302
127160,2024-04-12T00:50:49Z,2024-04-12T01:10:39Z,2,1,2,,,,,,,2,2,2,3,3,2,2,1,4,,4,,1,2,2,3,3,2,5,5,5,5,5,2,,,2,2,1,,3,,,,2,1,2,3,3,2,4,2,,,,2,1,1,,1,,3,3,3,,1,,1,,,,5,3,,,,4,4,3,,,2,2,3,99,,3,1,2,1,2,2,,2,1,5,3,5,,1,1,1,,,,,99,1,1,,3,1,,,,,,2,,2,,,3,2,3,,,2,2,1,3,6,3,2,2,1,6,2,,4,4,4,3,1,12,,3,2,4,1,1,1,3,3,1,2,2,1,,,2.1257306472353803,0.7145222204535039
127284,2024-04-09T18:45:29Z,2024-04-09T19:05:00Z,2,1,1,1,3,2,3,2,1,,,,,,,2,2,,1,1,2,,3,4,4,5,5,3,3,3,1,1,1,2,2,,,,1,2,1,1,2,,,,1,1,5,3,1,1,2,2,,,,1,2,3,,1,,2,,2,,1,2,3,,,2,1,1,,,,1,1,,,1,4,3,,,,,,,1,2,1,1,3,1,4,,2,,2,2,1,2,,,,2,,,1,2,1,2,,,,,1,1,,1,2,2,3,,,1,4,9,2,3,2,2,3,2,,1,1,1,1,1,2,2,2,5,3,1,1,1,1,2,2,2,2,1,2,2,0.8410079858300292,0.8579190454345359
128558,2024-04-10T18:56:11Z,2024-04-10T19:09:30Z,1,1,1,2,2,2,2,2,2,,,,,,,2,1,,2,2,3,1,3,2,4,4,4,4,5,5,4,5,2,2,2,,,,2,1,2,1,2,,,,3,3,2,4,2,1,1,2,,,,2,1,1,,3,,1,,2,,1,5,4,,,3,2,1,,,,1,2,,,3,3,3,,,,,,,1,2,3,4,1,4,2,,1,1,,1,1,2,,,,2,,,2,2,2,,2,,,,4,4,,2,2,3,2,,,1,3,5,3,4,2,3,2,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,6,2,3,2,2,1,1,0.7557184064709489,0.8522849838499131
130571,2024-04-09T20:22:46Z,2024-04-09T20:41:56Z,1,1,1,3,2,3,3,2,2,,,,,,,2,1,,1,1,1,,1,1,1,1,1,5,5,5,5,5,1,2,2,,,,2,2,2,2,2,,,,2,3,1,5,1,1,2,2,,,,3,1,1,,1,,1,,2,,2,3,3,,,5,1,1,,,,1,1,,,1,4,3,,,,,,,1,2,4,5,1,1,5,,1,1,,1,1,1,,,,2,,,3,3,2,,2,,,,1,3,,1,2,1,2,,,1,4,8,2,4,2,2,4,1,1,1,1,3,1,1,10,,3,6,3,1,1,1,1,8,1,2,1,2,1,,0.23346719547520076,
132240,2024-04-09T20:11:50Z,2024-04-09T20:34:18Z,1,1,1,2,2,2,2,2,2,,,,,,,2,1,,2,1,1,,2,2,3,3,2,5,5,4,5,4,1,2,1,,,,2,99,2,1,99,,,,1,3,2,5,99,1,99,99,,,,2,1,1,,2,,1,,3,,99,3,3,,,4,3,2,,,,1,1,,,99,4,1,,,,,,,99,99,3,3,2,5,1,,1,99,,99,2,1,,,,2,,,2,1,2,,99,,,,5,4,,2,2,3,3,,,1,1,2,2,3,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,99,2,2,1,99,1,1,0.6654337984514763,1.1366581187185816
132973,2024-04-09T22:29:41Z,2024-04-09T22:41:57Z,1,1,2,,,,,,,2,2,1,2,2,1,1,1,2,,1,2,,4,3,4,5,5,1,1,1,1,1,2,,,1,1,2,,2,,,,1,2,1,1,1,4,2,1,,,,1,1,2,,2,,1,1,1,,2,,1,,,,1,3,,,,2,2,4,,,2,2,1,4,,1,1,2,1,2,1,,1,2,1,1,1,,4,2,,1,,,,2,2,1,,1,2,,,,,,2,,1,,,1,2,2,,,3,1,1,4,9,2,4,2,3,2,2,,4,1,1,4,1,12,,3,6,2,,2,3,1,5,3,1,2,2,2,2,0.7752710561733793,0.7329305390181856
133700,2024-04-10T22:33:24Z,2024-04-10T22:51:57Z,2,1,1,1,2,2,1,2,1,,,,,,,2,1,,1,1,1,,2,1,2,3,2,5,5,5,5,5,1,2,2,,,,2,1,99,1,2,,,,1,1,1,5,1,1,1,2,,,,2,1,1,,1,,1,,2,,1,5,5,,,4,1,1,,,,2,2,,,3,99,99,,,,,,,2,1,3,2,3,5,3,,1,1,,1,1,2,,,,2,,,2,2,1,2,,,,,3,2,,1,2,3,2,,,1,1,2,2,4,2,3,2,2,,1,1,1,1,1,2,2,2,2,2,,2,3,1,2,3,2,2,1,1,1,1.019227016930431,0.9785242616167183
135751,2024-04-10T11:23:17Z,2024-04-10T11:38:28Z,1,1,1,1,1,2,3,3,2,,,,,,,1,1,,1,1,2,,4,3,5,5,5,2,2,1,1,1,1,2,1,,,,1,3,1,1,1,,,,1,1,5,2,1,1,1,2,,,,2,2,1,,1,,2,,2,,2,1,1,,,2,1,1,,,,2,2,,,1,4,3,,,,,,,2,1,2,1,1,1,5,,2,,2,2,1,2,,,,3,,,2,2,1,1,,,,,2,1,,1,2,3,1,,,1,1,1,3,4,1,1,6,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,9,4,2,2,2,2,,0.8462922974056152,
136015,2024-04-09T20:11:02Z,2024-04-09T20:28:55Z,1,1,1,2,2,2,3,3,2,,,,,,,2,1,,1,1,1,,2,1,1,1,1,5,5,5,5,5,2,2,1,,,,2,2,2,2,2,,,,3,1,1,5,2,1,2,2,,,,3,2,1,,1,,2,,3,,2,1,3,,,3,1,1,,,,1,1,,,2,4,3,,,,,,,1,2,3,2,1,1,5,,1,1,,1,2,2,,,,2,,,5,3,2,,2,,,,3,2,,1,6,3,2,,,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,2,2,2,1,1,0.7931700021202667,1.465075368054553
136316,2024-04-09T17:45:31Z,2024-04-09T18:03:33Z,1,1,1,1,2,3,2,2,2,,,,,,,2,1,,1,2,3,1,3,3,3,4,3,5,5,4,4,3,2,2,2,,,,2,2,1,1,2,,,,3,3,2,3,1,1,1,2,,,,2,1,1,,1,,2,,2,,2,4,3,,,3,3,3,,,,1,1,,,2,2,2,,,,,,,1,2,2,3,1,2,3,,2,,2,2,2,1,,,,2,,,2,2,1,2,,,,,4,4,,1,2,2,2,,,1,3,5,2,4,2,2,4,2,,1,1,1,1,5,1,2,1,5,1,,1,1,1,9,2,3,2,3,1,,0.5946730891583581,
136411,2024-04-10T16:20:38Z,2024-04-10T16:31:15Z,1,1,1,1,2,3,2,2,2,,,,,,,2,1,,1,1,,,1,1,2,1,1,5,5,5,5,5,2,2,2,,,,2,3,2,2,2,,,,2,2,1,5,2,2,1,1,,,,3,1,2,,1,,1,,3,,1,3,3,,,5,3,3,,,,1,3,,,3,4,3,,,,,,,1,2,4,5,3,2,4,,1,1,,1,1,1,,,,3,,,5,5,2,,2,,,,1,3,,1,6,1,2,,,1,3,5,2,3,1,1,5,2,,1,99,99,1,5,1,2,1,6,3,1,1,2,3,1,3,2,2,2,,,1.05497353100725,0.5083850409033502
137886,2024-04-09T21:34:08Z,2024-04-09T22:45:23Z,2,1,2,,,,,,,2,2,1,1,2,1,2,2,3,,2,3,2,4,4,4,5,4,4,4,3,3,3,2,,,1,1,1,,3,,,,2,1,1,1,3,4,3,1,,,,1,2,2,,2,,2,1,1,,2,,3,,,,3,3,,,,3,3,4,,,3,1,2,3,,1,2,5,2,2,2,,2,2,2,2,2,,3,1,1,,,,,2,1,1,,3,2,,,,,,2,,2,,,1,2,2,,,2,2,1,1,2,2,3,2,1,6,2,,1,1,1,1,1,1,2,1,3,3,2,2,3,1,99,3,2,1,99,2,,0.6790790905730969,
138284,2024-04-10T07:30:47Z,2024-04-10T08:02:54Z,1,1,2,,,,,,,1,2,1,2,2,1,2,1,2,,2,2,,5,3,5,5,5,4,5,4,4,3,2,,,1,1,1,,2,,,,2,1,2,2,3,5,3,2,,,,2,1,2,,1,,2,1,1,,2,,2,,,,5,4,,,,3,5,5,,,2,2,2,2,,2,1,2,1,1,99,,99,2,3,1,2,,4,2,,1,,,,2,2,1,,1,2,,,,,,2,,2,,,1,1,2,,,1,1,2,2,4,3,4,2,1,5,2,,1,1,1,1,3,1,2,1,2,3,1,1,2,1,3,3,2,1,2,2,1,0.570033741713412,4.646315112187561
139467,2024-04-09T22:28:41Z,2024-04-09T22:49:58Z,2,1,2,,,,,,,2,2,2,3,2,2,2,1,2,,2,1,,3,3,3,3,2,5,5,4,4,4,2,,,1,2,1,,1,,,,2,1,1,3,3,2,4,2,,,,1,2,1,,1,,1,2,3,,1,,3,,,,3,3,,,,4,4,2,,,3,2,3,2,,3,1,3,2,2,2,,2,3,99,3,4,,3,1,1,,,,,2,2,1,,1,3,,,,,,1,2,,,,1,1,2,,,2,2,1,2,4,3,4,2,2,4,2,,1,1,1,1,5,2,2,2,2,3,99,9,9,1,2,2,2,1,2,1,1,0.907172449502073,2.1515268437747417
